순위,상품번호,구분,도서명,저자,출판사,출간일,할인율,판매가,정가,포인트,판매지수,평점,배송정보,출간연도,출간월,평점_수치,종이책_리뷰_수,eBook_리뷰_수,종이책_한줄평_수,eBook_한줄평_수,총_리뷰_수
917,192168149,도서,그림이 나를 자유롭게 할 거야,이소영 저,블랙피쉬,2026년 06월,10,20700,23000.0,1150,4860,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (2건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,6,10.0,2.0,0.0,2.0,0.0,4.0
918,192126691,도서,주식시장 흐름 읽는 법,우라가미 구미오 저/박승원 역,한국경제신문사(한경비피),2026년 06월,10,18000,20000.0,1000,1620,,,2026,6,,0.0,0.0,0.0,0.0,0.0
919,192126135,도서,사람 보는 눈이 없는 당신에게,궈즈리 저/이지수 역,지니의서재,2026년 07월,10,16920,18800.0,940,5460,,,2026,7,,0.0,0.0,0.0,0.0,0.0
920,192042259,도서,500명의 인물로 읽는 세계사,찰스 필립스 저/임지연 역/김봉중 감수,현대지성,2026년 06월,10,22500,25000.0,1250,996,,,2026,6,,0.0,0.0,0.0,0.0,0.0
921,191694297,도서,하나님의 마스터플랜,고성준 저,규장,2026년 06월,10,16200,18000.0,900,4155,,,2026,6,,0.0,0.0,0.0,0.0,0.0
922,192566621,도서,저가 매수의 기술,오버솔드 저,필라멘트북스,2026년 06월,10,24300,27000.0,1350,720,,,2026,6,,0.0,0.0,0.0,0.0,0.0
923,192565307,도서,YBM 실전토익 RC 1000 Vol.2,편집부 저,YBM(와이비엠),2026년 06월,10,16200,18000.0,900,300,,,2026,6,,0.0,0.0,0.0,0.0,0.0
924,192560083,만화,사장과 술과 별 1,즈리 키시 글그림,대원,2026년 06월,10,5850,6500.0,320,300,,,2026,6,,0.0,0.0,0.0,0.0,0.0
925,192559946,만화,겁쟁이 페달 94,와타나베 와타루 글그림,대원,2026년 06월,10,4950,5500.0,270,300,,,2026,6,,0.0,0.0,0.0,0.0,0.0
926,192518589,도서,전설로 떠나는 월가의 영웅,"피터 린치, 존 로스차일드 저/이성민 역",국일증권경제연구소,2026년 08월,10,32400,36000.0,1800,300,,,2026,8,,0.0,0.0,0.0,0.0,0.0
927,192509680,도서,요즘 교사를 위한 AI×에듀테크 가이드 음악&미술 수업 편 with 2022 개정 교육과정,"김태선, 조민의 저",한빛미디어,2026년 06월,10,18900,21000.0,1050,480,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (23건) eBook 한줄평 (0건),,2026,6,9.8,0.0,0.0,23.0,0.0,23.0
928,192498358,도서,실리콘밸리에서 배운 아이 자신감 설계법,권윤정 저,심야책방,2026년 06월,10,17100,19000.0,950,1650,,,2026,6,,0.0,0.0,0.0,0.0,0.0
929,192496757,도서,2026 슬기쌤의 전산세무1급 법인세편 핵심이론 및 실무 (최신 기출문제 포함),유슬기 저,오스틴북스,2026년 07월,10,27000,30000.0,300,540,,,2026,7,,0.0,0.0,0.0,0.0,0.0
930,192492781,만화,시온 군이 말하는 대로 1 한정판,Neko Inukai 글그림/박소현 역,서울미디어코믹스(서울문화사),2026년 06월,10,22500,25000.0,1250,1080,,,2026,6,,0.0,0.0,0.0,0.0,0.0
931,192491718,도서,Go Go 카카오프렌즈 수학이 궁금해! 2,조영선 글/최우빈 그림,아울북,2026년 06월,10,15210,16900.0,840,600,,,2026,6,,0.0,0.0,0.0,0.0,0.0
932,192471687,도서,2027 에센스 노동법 2,전시춘 편저,청출어람,2026년 06월,0,33000,33000.0,0,420,,,2026,6,,0.0,0.0,0.0,0.0,0.0
933,192321559,도서,2026 김소영 지방직 면접 합격 Dream 경기·인천,김소영 편저,지금(도서출판),2026년 06월,10,28800,32000.0,320,1140,,,2026,6,,0.0,0.0,0.0,0.0,0.0
934,192163970,도서,2027 임재희 응급처치학개론 필드매뉴얼(FM),임재희 저,모두공북스,2026년 06월,10,41400,46000.0,460,1320,,,2026,6,,0.0,0.0,0.0,0.0,0.0
935,192154002,도서,10대를 위한 꽉 변호사의 법률교실,김효겸 저,교보문고,2026년 06월,10,13950,15500.0,770,1860,,,2026,6,,0.0,0.0,0.0,0.0,0.0
936,192146915,도서,털실타래 Vol.16 : 2026년 여름호,일본보그사 편,한스미디어,2026년 06월,10,21600,24000.0,1200,8460,,,2026,6,,0.0,0.0,0.0,0.0,0.0
937,192126195,도서,책 산책시키는 사람,쩜(신시연) 저,세미콜론,2026년 06월,10,16200,18000.0,900,780,,,2026,6,,0.0,0.0,0.0,0.0,0.0
938,192115929,만화,그리게 된 이상 6 한정판,타카하타 큐 원저/카바 유지 그림,조은세상,2026년 06월,10,11700,13000.0,650,4902,,,2026,6,,0.0,0.0,0.0,0.0,0.0
939,192110906,도서,프린세스 캐치! 티니핑 마음을 가꾸는 동화 8 : 이클립스핑의 진실,SAMG 원저,아이휴먼,2026년 06월,10,14400,16000.0,800,1302,,,2026,6,,0.0,0.0,0.0,0.0,0.0
940,192109214,도서,미래 헌책방,강효미 글/불곰 그림,다른어린이,2026년 06월,10,13500,15000.0,750,1962,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (10건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,10.0,0.0,0.0,0.0,10.0
941,192089704,도서,2027 에듀윌 KBS한국어능력시험 한권끝장+무료특강,"송주연, 김지학, 황혜림 저",에듀윌,2026년 06월,10,31500,35000.0,1750,720,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,10.0,0.0,0.0,1.0,0.0,1.0
942,191890035,도서,소맥거핀 일상 만화 6,소맥거핀 원저/이종혁 글/샌드박스 네트워크 감수,위즈덤하우스,2026년 06월,10,12600,14000.0,700,3870,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (3건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,3.0,0.0,0.0,0.0,3.0
943,191889456,도서,책과 열쇠의 계절,요네자와 호노부 저/김선영 역,엘릭시르,2026년 06월,10,18000,20000.0,1000,3102,,,2026,6,,0.0,0.0,0.0,0.0,0.0
944,191831609,만화,시노와 렌 4,치구사 미노리 글그림/박은빈 역,디앤씨미디어(D&C미디어),2026년 06월,10,10800,12000.0,600,3312,,,2026,6,,0.0,0.0,0.0,0.0,0.0
945,191817242,도서,설민석의 세계사 대모험 29,"김정욱, 설민석 글/박성일 그림/문지희 감수",단꿈아이,2026년 06월,10,13500,15000.0,750,9834,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (23건) eBook 리뷰 (0건) 종이책 한줄평 (80건) eBook 한줄평 (0건),,2026,6,9.9,23.0,0.0,80.0,0.0,103.0
946,191713731,도서,2027 사경인 프레임회계학 재무회계 기본서,사경인 저,좋은땅,2026년 06월,10,44100,49000.0,2450,2850,,,2026,6,,0.0,0.0,0.0,0.0,0.0
947,191700749,도서,중국 AI 미래 지도,임선영 저/정진호 그림,책만,2026년 06월,10,24300,27000.0,1350,2568,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,1.0,0.0,0.0,0.0,1.0
948,191698392,도서,열람 엄금,치넨 미키토 저/김은모 역,북다,2026년 06월,10,15750,17500.0,870,5274,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (15건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,6,9.8,15.0,0.0,2.0,0.0,17.0
949,191535435,만화,Veil 7,코테리 글그림/정우주 역,소미미디어,2026년 06월,10,11520,12800.0,640,1791,,,2026,6,,0.0,0.0,0.0,0.0,0.0
950,191532491,도서,1% 카피라이터의 기록법,아라키 슌야 저/신찬 역,현대지성,2026년 06월,10,12510,13900.0,690,6918,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (5건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,5.0,0.0,0.0,0.0,5.0
951,191532245,도서,마음을 키우는 하루 10분 말 습관,고명아 저,지식공감,2026년 06월,10,15300,17000.0,850,1710,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,6,10.0,0.0,0.0,2.0,0.0,2.0
952,191531984,도서,마녀와 용병 5,초호키테키 카에루 저/카나세 벤치 그림/정대식 역,소미미디어,2026년 06월,10,9000,10000.0,500,2274,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,10.0,0.0,0.0,1.0,0.0,1.0
953,191530275,도서,수상한 이웃집 시노다 9,도미야스 요코 글/오바 켄야 그림/송지현 역,다산어린이,2026년 06월,10,12600,14000.0,700,3132,,,2026,6,,0.0,0.0,0.0,0.0,0.0
954,191506324,도서,AI 에이전트 실행 세계 1 : 원리편,조쉬 저,로드북,2026년 06월,10,27000,30000.0,1500,1866,,,2026,6,,0.0,0.0,0.0,0.0,0.0
955,191481989,도서,싫어하는 사람을 사라지게 하는 방법,호리 모토코 저,딥앤와이드,2026년 06월,10,15480,17200.0,860,3747,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (4건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,10.0,4.0,0.0,1.0,0.0,5.0
956,191481518,도서,일본어 명카피 핸드북 2,정규영 저/후지이 와카나 감수,길벗이지톡,2026년 07월,10,16200,18000.0,900,2607,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (4건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (1건),,2026,7,10.0,4.0,0.0,2.0,1.0,7.0
957,191322435,도서,소설 보다 : 여름 2026,"구소현, 남궁지혜, 박민경 저",문학과지성사,2026년 06월,10,4950,5500.0,270,8739,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,6,10.0,1.0,0.0,2.0,0.0,3.0
958,191321374,도서,춤추는 단백질,"샤히르 S. 리즈크, 매기 M. 핑크 저/홍지연 역",흐름출판,2026년 06월,10,20700,23000.0,1150,3240,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (18건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,9.9,18.0,0.0,0.0,0.0,18.0
959,191221474,도서,2027 신광은 형사법 형사소송법(수사·증거) 기출 OX 선택형,신광은 편저,느루,2026년 06월,5,23750,25000.0,750,10014,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (3건) eBook 한줄평 (0건),,2026,6,10.0,0.0,0.0,3.0,0.0,3.0
960,191200680,만화,김전일 아빠의 사건부 3,아마기 세이마루 글/사토 후미야 그림/오경화 역,서울미디어코믹스(서울문화사),2026년 06월,10,6300,7000.0,350,8706,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (3건) eBook 리뷰 (0건) 종이책 한줄평 (6건) eBook 한줄평 (0건),,2026,6,10.0,3.0,0.0,6.0,0.0,9.0
961,190872687,도서,회복하는 뇌,헤더 샌디슨 저/진영인 역,더퀘스트,2026년 06월,10,19800,22000.0,1100,6837,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (55건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,6,10.0,55.0,0.0,2.0,0.0,57.0
962,190855945,도서,하나님의 눈물,서진교 저,규장,2026년 06월,10,15300,17000.0,850,2331,,,2026,6,,0.0,0.0,0.0,0.0,0.0
963,190822677,도서,반드시 돈이 되는 조선주 투자의 법칙,엄경아 저,21세기북스,2026년 06월,10,19800,22000.0,1100,24384,리뷰 총점9.2 정보 더 보기/감추기 종이책 리뷰 (9건) eBook 리뷰 (0건) 종이책 한줄평 (4건) eBook 한줄평 (0건),,2026,6,9.2,9.0,0.0,4.0,0.0,13.0
964,190822661,도서,2026 하반기 시대에듀 All-New 하나은행 온라인 필기전형 봉투모의고사 5회분,SDC 편저,시대고시기획 시대교육,2026년 06월,10,18000,20000.0,1000,630,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (4건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,6,10.0,4.0,0.0,0.0,0.0,4.0
965,190819712,도서,이성애의 비극,제인 워드 저/노지양 역,라우더북스,2026년 06월,10,18900,21000.0,1050,972,,,2026,6,,0.0,0.0,0.0,0.0,0.0
966,190427888,도서,영어로 문장 만들기 훈련 : 일상 표현 편,"케빈 강, 케쌤 저",사람in,2026년 06월,10,20700,23000.0,1150,11826,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (6건) eBook 리뷰 (1건) 종이책 한줄평 (14건) eBook 한줄평 (1건),,2026,6,9.9,6.0,1.0,14.0,1.0,22.0
967,190375548,도서,너를 미워했던 여름,이로아 저,래빗홀,2026년 05월,10,13500,15000.0,750,3501,리뷰 총점9.7 정보 더 보기/감추기 종이책 리뷰 (29건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,5,9.7,29.0,0.0,2.0,0.0,31.0
968,190249327,도서,안 뺏겨! 개인정보,이규희 글/이지미 그림,올리,2026년 05월,10,11700,13000.0,650,5349,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (26건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,5,10.0,26.0,0.0,1.0,0.0,27.0
969,190230923,도서,맨손으로 바람을 움켜쥐다,원철 저,담앤북스,2026년 05월,10,17100,19000.0,950,690,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,5,10.0,1.0,0.0,0.0,0.0,1.0
970,190210702,도서,영어회화 X 원리 도감,이정훈 저,길벗이지톡,2026년 07월,10,16200,18000.0,900,5556,리뷰 총점9.6 정보 더 보기/감추기 종이책 리뷰 (4건) eBook 리뷰 (1건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,7,9.6,4.0,1.0,0.0,0.0,5.0
971,189825865,도서,사피엔스 : 그래픽 히스토리 Vol.4 혁명의 시대,유발 하라리 저/다니엘 카사나브 그림/다비드 반데르묄렝 편/김명주 역,김영사,2026년 05월,10,17820,19800.0,990,6684,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,5,10.0,1.0,0.0,2.0,0.0,3.0
972,189763681,도서,AI시대에 인문학은 무엇인가,김형석 저,위더북,2026년 05월,10,13500,15000.0,750,4737,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (2건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,5,10.0,2.0,0.0,0.0,0.0,2.0
973,189760960,도서,당신을 기다리고 있어,김보영 저,래빗홀,2026년 05월,10,17100,19000.0,950,11646,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (6건) eBook 리뷰 (0건) 종이책 한줄평 (6건) eBook 한줄평 (0건),,2026,5,9.8,6.0,0.0,6.0,0.0,12.0
974,189746587,도서,애니캔 2,은경 글/유시연 그림,별숲,2026년 06월,10,12600,14000.0,700,3678,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (2건) eBook 리뷰 (0건) 종이책 한줄평 (3건) eBook 한줄평 (0건),,2026,6,10.0,2.0,0.0,3.0,0.0,5.0
975,189630591,도서,원소 원정대: 118개 캐릭터로 마스터하는 주기율표 공략집,아게도리도리 글그림/박재현 역/장홍제 감수,윌북주니어,2026년 05월,10,17820,19800.0,990,26085,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (20건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,5,9.8,20.0,0.0,2.0,0.0,22.0
976,189629636,도서,2026 오직 간호대생을 위한 간호사 면접,"주선희, 간호사취업연구소 저",홍지문,2026년 05월,10,25650,28500.0,1420,13044,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (0건) eBook 리뷰 (0건) 종이책 한줄평 (8건) eBook 한줄평 (0건),,2026,5,10.0,0.0,0.0,8.0,0.0,8.0
977,189628254,도서,만희네 꽃밭,권윤덕 글그림,길벗어린이,2026년 06월,10,15300,17000.0,850,4434,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (6건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,6,10.0,6.0,0.0,1.0,0.0,7.0
978,189627438,도서,주도주 사이클 절대 법칙,한규범 저,부키,2026년 05월,10,19800,22000.0,1100,19782,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (23건) eBook 리뷰 (0건) 종이책 한줄평 (11건) eBook 한줄평 (1건),,2026,5,9.9,23.0,0.0,11.0,1.0,35.0
979,189606164,도서,이름 없는 감정들의 사전,이아코포 멜리오 저/최보민 역,서교책방,2026년 05월,10,16200,18000.0,900,6468,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (54건) eBook 리뷰 (0건) 종이책 한줄평 (9건) eBook 한줄평 (0건),,2026,5,9.9,54.0,0.0,9.0,0.0,63.0
980,189591763,도서,수연이네 사남매 이유식,유수연 저/김미리 감수,레시피팩토리(단행),2026년 05월,10,26820,29800.0,1490,14532,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (20건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,5,10.0,20.0,0.0,1.0,0.0,21.0
981,189531001,도서,일 잘하는 직장인의 AI 활용법,"김덕중, 김민정, 김인선 저",디지털북스,2026년 05월,10,19800,22000.0,1100,7818,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (3건) eBook 리뷰 (0건) 종이책 한줄평 (0건) eBook 한줄평 (0건),,2026,5,10.0,3.0,0.0,0.0,0.0,3.0
982,189520899,도서,체호프 희곡선,안톤 파블로비치 체호프 저/김혜란 역,민음사,2026년 05월,10,15300,17000.0,850,8220,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (1건) eBook 리뷰 (0건) 종이책 한줄평 (2건) eBook 한줄평 (0건),,2026,5,10.0,1.0,0.0,2.0,0.0,3.0
983,189444890,도서,의약품 살인사건,백승만 저,해나무,2026년 05월,10,17100,19000.0,950,18669,리뷰 총점9.8 정보 더 보기/감추기 종이책 리뷰 (55건) eBook 리뷰 (0건) 종이책 한줄평 (4건) eBook 한줄평 (1건),,2026,5,9.8,55.0,0.0,4.0,1.0,60.0
984,189386018,도서,풀꽃선생님의 뻔한 표현 탈출 사전,김수은 글/신단고 그림,다산어린이,2026년 05월,10,15120,16800.0,840,36369,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (19건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,5,10.0,19.0,0.0,1.0,0.0,20.0
985,189365176,도서,2026 TEPS 서울대 텝스관리위원회 공식 기출문제집 5회분,서울대학교 TEPS관리위원회 저/시원스쿨어학연구소 편,시원스쿨닷컴,2026년 05월,10,19800,22000.0,1100,6882,리뷰 총점9.9 정보 더 보기/감추기 종이책 리뷰 (15건) eBook 리뷰 (0건) 종이책 한줄평 (1건) eBook 한줄평 (0건),,2026,5,9.9,15.0,0.0,1.0,0.0,16.0
986,189364868,도서,죽은나무숲의 죽다 만 여우,오브리 하트먼 글/마르친 미노르 그림/황세림 역,위즈덤하우스,2026년 05월,10,17550,19500.0,970,24678,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (37건) eBook 리뷰 (0건) 종이책 한줄평 (12건) eBook 한줄평 (0건),,2026,5,10.0,37.0,0.0,12.0,0.0,49.0
987,189210961,도서,NEW 다이나믹 일본어 STEP 1,"오현정, 아이자와 유카, 박행자, 박준효, 이나가와 유우키 저",다락원,2026년 03월,10,15120,16800.0,840,1581,,,2026,3,,0.0,0.0,0.0,0.0,0.0
988,189192535,도서,스와이프 엄금,치넨 미키토 저/김은모 역,북다,2026년 05월,10,7650,8500.0,420,5106,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (26건) eBook 리뷰 (0건) 종이책 한줄평 (16건) eBook 한줄평 (1건),,2026,5,9.5,26.0,0.0,16.0,1.0,43.0
989,189188832,도서,할아버지의 한 달,도현순 글/고정순 그림,곰세마리,2026년 05월,10,15300,17000.0,850,11469,리뷰 총점10.0 정보 더 보기/감추기 종이책 리뷰 (5건) eBook 리뷰 (0건) 종이책 한줄평 (5건) eBook 한줄평 (0건),,2026,5,10.0,5.0,0.0,5.0,0.0,10.0
990,189186646,만화,체인소 맨 23,후지모토 타츠키 글그림,학산문화사,2026년 05월,10,5400,6000.0,300,27606,리뷰 총점9.5 정보 더 보기/감추기 종이책 리뷰 (17건) eBook 리뷰 (0건) 종이책 한줄평 (22건) eBook 한줄평 (0건),,2026,5,9.5,17.0,0.0,22.0,0.0,39.0
991,188833063,도서,도스토옙스키 번역 일기,김정아 저,샘터,2026년 05월,10,25200,28000.0,1400,13113,리뷰 총점9.4 정보 더 보기/감추기 종이책 리뷰 (28건) eBook 리뷰 (0건) 종이책 한줄평 (3건) eBook 한줄평 (0건),,2026,5,9.4,28.0,0.0,3.0,0.0,31.0
